Year,Nationality code,Sex,Age group,Immigrant count,Predictions_rnn_agg,Lower limit_agg,Upper limit_agg
2008,DOM,Both,25 - 34,4873,4692,3801,5126
2008,DOM,Both,35 - 44,2970,2345,1861,2627
2008,DOM,Both,45 - 54,970,866,711,995
2008,DOM,Both,55 - 64,224,249,195,296
2008,DOM,Both,65+,103,87,82,135
2008,DOM,Both,All,16211,14801,12582,16589
2008,DOM,Females,0 - 14,1620,1551,1314,1824
2008,DOM,Females,15 - 24,2213,2417,2042,2787
2008,DOM,Females,25 - 34,2899,2739,2199,3052
2008,DOM,Females,35 - 44,1662,1164,1013,1466
2008,ECU,Females,0 - 14,5017,2174,1786,4001
2008,ECU,Females,15 - 24,4594,3495,2562,4942
2008,DOM,Females,All,9156,8587,7352,9631
2008,ECU,Females,35 - 44,1754,1529,1160,1789
2008,FRA,Females,0 - 14,524,572,472,660
2008,FRA,Females,15 - 24,1115,1131,892,1235
2008,FRA,Females,25 - 34,1275,1235,970,1420
2008,FRA,Females,35 - 44,485,572,477,640
2008,FRA,Females,45 - 54,281,394,279,408
2008,FRA,Females,55 - 64,346,350,297,436
2008,FRA,Females,65+,263,286,267,420
2008,FRA,Both,All,8898,9370,8347,11211
2008,FRA,Females,All,4292,4508,3954,5539
2008,FRA,Males,15 - 24,784,935,725,1068
2008,FRA,Males,25 - 34,1408,1360,1055,1554
2008,FRA,Males,35 - 44,772,755,613,863
2008,FRA,Males,45 - 54,391,476,358,532
2008,FRA,Males,55 - 64,372,373,320,463
2008,FRA,Males,65+,288,302,256,412
2008,ECU,Females,25 - 34,3051,3562,2816,4347
2008,FRA,Males,0 - 14,588,567,539,769
2008,FRA,Both,65+,551,641,542,846
2008,FRA,Males,All,4606,4827,4143,5997
2008,FRA,Both,45 - 54,673,935,658,949
2008,FRA,Both,55 - 64,720,772,657,907
2008,ECU,Females,55 - 64,287,265,187,301
2008,ECU,Females,65+,89,103,88,155
2008,ECU,Females,All,15631,12219,9786,15856
2008,ECU,Males,0 - 14,5258,2390,1863,3587
2008,ECU,Males,15 - 24,5467,3382,2259,4478
2008,ECU,Males,25 - 34,3342,3163,2551,3979
2008,ECU,Males,35 - 44,1800,1482,1094,1762
2008,ECU,Females,45 - 54,839,705,515,862
2008,ECU,Males,55 - 64,191,137,103,180
2008,ECU,Males,65+,54,49,45,78
2008,ECU,Males,All,16833,10544,8291,13735
2008,FRA,Both,0 - 14,1114,1212,1038,1410
2008,FRA,Both,15 - 24,1900,2153,1687,2247
2008,FRA,Both,25 - 34,2684,2701,2135,2978
2008,FRA,Both,35 - 44,1257,1349,1136,1499
2008,ECU,Males,45 - 54,723,534,405,706
2009,PER,Males,35 - 44,963,976,822,1230
2009,PER,Males,45 - 54,360,423,332,523
2009,PER,Males,55 - 64,128,125,98,157
2009,PER,Males,65+,169,107,77,148
2009,PER,Males,All,5858,5033,4659,6643
2009,PRT,Both,0 - 14,843,1024,841,1119
2009,PRT,Females,25 - 34,844,942,867,1146
2009,PRT,Both,15 - 24,1455,1579,1283,1821
2009,PRT,Both,55 - 64,369,391,325,475
2009,PRT,Both,35 - 44,1620,1656,1477,1939
2009,PRT,Both,45 - 54,972,923,821,1090
2009,PRT,Both,65+,247,227,182,265
2009,PRT,Both,All,7885,8995,7295,9491
2009,PRT,Females,0 - 14,409,399,346,486
2009,PRT,Females,15 - 24,715,693,560,831
2009,PER,Males,25 - 34,1666,1598,1340,2135
2009,PRT,Both,25 - 34,2378,2358,2298,2943
2009,PER,Males,15 - 24,1132,1194,1000,1421
2009,PER,Females,0 - 14,1389,1255,861,1367
2009,PER,Females,All,7806,7068,5920,8695
2009,PRT,Females,35 - 44,425,528,482,683
2009,PRY,Males,All,3040,3466,2788,3898
2009,PER,Both,0 - 14,2831,2382,1718,2635
2009,PER,Both,15 - 24,2608,2812,2212,3103
2009,PER,Both,25 - 34,4161,3517,3255,4579
2009,PER,Both,35 - 44,2297,2188,1915,2633
2009,PER,Both,45 - 54,954,1007,830,1181
2009,PER,Males,0 - 14,1441,1110,886,1427
2009,PER,Both,55 - 64,401,366,290,444
2009,PER,Both,All,13664,12610,10388,14486
2009,PER,Females,15 - 24,1477,1683,1236,1798
2009,PER,Females,25 - 34,2496,2215,1803,2616
2009,PER,Females,35 - 44,1334,1227,1030,1482
2009,PER,Females,45 - 54,594,608,471,696
2009,PER,Females,55 - 64,272,239,180,298
2009,PER,Females,65+,243,189,151,253
2009,PER,Both,65+,412,315,234,397
2009,PRT,Females,45 - 54,281,305,270,386
2009,MAR,Females,55 - 64,505,462,401,599
2009,PRT,Females,65+,134,111,89,131
2009,ROU,Females,45 - 54,2267,1987,1644,2426
2009,ROU,Females,55 - 64,1139,1072,861,1410
2009,ROU,Females,65+,375,322,254,448
2009,ROU,Females,All,23822,25906,20611,29564
2009,ROU,Males,0 - 14,3185,3482,3070,4403
2009,ROU,Males,15 - 24,6466,6761,5035,7555
2009,ROU,Males,25 - 34,5300,6253,4903,6860
2009,ROU,Females,35 - 44,3471,3196,2842,4371
2009,ROU,Males,35 - 44,2985,3797,2959,4162
2009,ROU,Males,55 - 64,629,680,564,839
2009,ROU,Males,65+,174,187,139,220
2009,ROU,Males,All,20256,25644,20410,27508
2009,RUS,Both,0 - 14,1152,1058,927,1328
2009,RUS,Both,15 - 24,848,785,655,929
2009,RUS,Both,25 - 34,1170,1113,960,1343
2009,RUS,Both,35 - 44,889,1063,835,1129
2009,ROU,Males,45 - 54,1515,1746,1411,2042
2009,ROU,Females,25 - 34,4916,6753,4826,6930
2009,ROU,Females,15 - 24,8434,6997,5308,8775
2009,ROU,Females,0 - 14,3220,3260,2922,4096
2009,PRT,Females,All,2924,3659,2880,3866
2009,PRT,Males,0 - 14,433,610,474,703
2009,PRT,Males,15 - 24,742,877,697,1029
2009,PRT,Males,25 - 34,1533,1535,1377,1856
2009,PRT,Males,35 - 44,1196,1112,977,1359
2009,PRT,Males,45 - 54,691,546,533,752
2009,PRT,Males,55 - 64,253,184,180,266
2009,PRT,Males,65+,113,90,81,123
2009,PRT,Males,All,4961,5139,4417,6038
2009,ROU,Both,0 - 14,6407,6477,6049,8118
2009,ROU,Both,15 - 24,14901,13685,10376,16053
2009,ROU,Both,25 - 34,10216,12909,10094,13533
2009,ROU,Both,35 - 44,6456,6747,6204,8537
2009,ROU,Both,45 - 54,3782,3482,3150,4500
2009,ROU,Both,55 - 64,1768,1697,1503,2185
2009,ROU,Both,65+,550,586,425,665
2009,ROU,Both,All,44079,48930,40773,54884
2009,PRT,Females,55 - 64,116,148,122,198
2009,PRY,Males,65+,8,8,8,16
2009,MAR,Females,65+,411,346,281,445
2009,PRY,Males,45 - 54,137,140,116,177
2009,NIC,Females,35 - 44,449,433,320,473
2009,NIC,Females,45 - 54,162,152,108,168
2009,NIC,Females,55 - 64,24,37,21,35
2009,NIC,Females,65+,4,5,4,7
2009,NIC,Females,All,1873,2280,1711,2585
2009,NIC,Males,0 - 14,80,99,64,114
2009,NIC,Males,15 - 24,118,127,114,186
2009,NIC,Females,25 - 34,756,827,663,975
2009,NIC,Males,25 - 34,180,207,176,273
2009,NIC,Males,45 - 54,22,22,20,31
2009,NIC,Males,55 - 64,3,5,3,6
2009,NIC,Males,65+,2,1,1,2
2009,NIC,Males,All,480,643,498,802
2009,PAK,Both,0 - 14,1013,1729,1131,2258
2009,PAK,Both,15 - 24,1730,2323,1877,2815
2009,PAK,Both,25 - 34,2214,3191,2663,3803
2009,NIC,Males,35 - 44,74,74,72,112
2009,NIC,Females,15 - 24,390,434,392,609
2009,NIC,Females,0 - 14,88,134,105,228
2009,NIC,Both,All,2354,2808,2260,3277
2009,RUS,Both,45 - 54,727,732,565,793
2009,MAR,Females,All,21755,15031,14399,19210
2009,MAR,Males,0 - 14,4751,3273,3143,4404
2009,MAR,Males,15 - 24,5410,4764,4452,6697
2009,MAR,Males,25 - 34,6806,6284,5555,7155
2009,MAR,Males,35 - 44,2960,2672,2485,3358
2009,MAR,Males,45 - 54,870,936,845,1129
2009,MAR,Males,55 - 64,332,406,329,462
2009,MAR,Males,65+,292,287,213,316
2009,MAR,Males,All,21422,18905,17166,22357
2009,NIC,Both,0 - 14,168,291,192,355
2009,NIC,Both,15 - 24,508,659,536,801
2009,NIC,Both,25 - 34,937,1124,889,1267
2009,NIC,Both,35 - 44,523,470,421,606
2009,NIC,Both,45 - 54,184,167,134,199
2009,NIC,Both,55 - 64,27,40,23,41
2009,NIC,Both,65+,6,7,5,8
2009,PAK,Both,35 - 44,1093,1457,1133,1693
2009,PRY,Males,55 - 64,25,40,32,55
2009,PAK,Both,45 - 54,323,496,387,586
2009,PAK,Both,65+,10,17,12,26
2009,PRY,Both,45 - 54,646,739,566,779
2009,PRY,Both,55 - 64,203,243,174,264
2009,PRY,Both,65+,51,44,44,67
2009,PRY,Both,All,10765,10720,9607,12658
2009,PRY,Females,0 - 14,585,952,713,1129
2009,PRY,Females,15 - 24,2699,2362,2203,3019
2009,PRY,Females,25 - 34,2687,2373,2218,3011
2009,PRY,Both,35 - 44,1409,1504,1154,1594
2009,PRY,Females,35 - 44,1024,911,834,1145
2009,PRY,Females,55 - 64,178,220,153,225
2009,PRY,Females,65+,43,42,37,58
2009,PRY,Females,All,7725,7591,6721,9024
2009,PRY,Males,0 - 14,510,563,459,745
2009,PRY,Males,15 - 24,797,1040,826,1259
2009,PRY,Males,25 - 34,1180,1240,899,1295
2009,PRY,Males,35 - 44,384,359,275,443
2009,PRY,Females,45 - 54,509,593,435,614
2009,PRY,Both,25 - 34,3867,3829,3229,4309
2009,PRY,Both,15 - 24,3495,3467,3046,4119
2009,PRY,Both,0 - 14,1094,1386,1213,1822
2009,PAK,Both,All,6425,8116,6502,9872
2009,PAK,Females,0 - 14,399,446,307,741
2009,PAK,Females,15 - 24,258,526,366,788
2009,PAK,Females,25 - 34,286,738,507,1020
2009,PAK,Females,35 - 44,221,290,233,384
2009,PAK,Females,45 - 54,85,101,78,162
2009,PAK,Females,55 - 64,13,17,12,31
2009,PAK,Females,65+,6,6,4,10
2009,PAK,Females,All,1272,2172,1510,2897
2009,PAK,Males,0 - 14,614,1139,810,1616
2009,PAK,Males,15 - 24,1472,1664,1415,2133
2009,PAK,Males,25 - 34,1927,2358,1976,2775
2009,PAK,Males,35 - 44,870,1095,786,1223
2009,PAK,Males,45 - 54,237,364,270,397
2009,PAK,Males,55 - 64,29,51,34,63
2009,PAK,Males,65+,4,8,5,16
2009,PAK,Males,All,5153,5438,4649,7149
2009,PAK,Both,55 - 64,42,71,55,97
2009,RUS,Both,65+,149,155,122,181
2009,UKR,Females,65+,72,67,57,90
2009,RUS,Females,0 - 14,532,565,498,771
2009,GBR,Females,All,8625,8493,7897,10471
2009,GBR,Males,0 - 14,986,963,825,1162
2009,GBR,Males,15 - 24,461,620,510,789
2009,GBR,Males,25 - 34,1110,1278,1075,1458
2009,GBR,Males,35 - 44,1395,1389,1154,1509
2009,GBR,Males,45 - 54,1510,1509,1366,1775
2009,GBR,Males,55 - 64,2301,2205,1868,2571
2009,GBR,Females,65+,1013,1325,1069,1654
2009,GBR,Males,65+,1549,1161,1224,1750
2009,USA,Both,0 - 14,636,657,548,732
2009,USA,Both,15 - 24,852,996,849,1158
2009,USA,Both,25 - 34,796,978,773,1015
2009,USA,Both,35 - 44,489,432,364,508
2009,USA,Both,45 - 54,302,281,245,325
2009,USA,Both,55 - 64,220,207,179,261
2009,USA,Both,65+,196,179,150,206
2009,GBR,Males,All,9313,9703,8573,11125
2009,USA,Both,All,3492,3632,3318,4227
2009,GBR,Females,55 - 64,2222,2177,1842,2500
2009,GBR,Females,35 - 44,1232,1038,996,1349
2009,UKR,Males,35 - 44,260,279,242,376
2009,UKR,Males,45 - 54,177,175,143,215
2009,UKR,Males,55 - 64,56,60,52,83
2009,UKR,Males,65+,28,18,20,35
2009,UKR,Males,All,1837,1869,1645,2338
2009,GBR,Both,0 - 14,1989,1855,1611,2161
2009,GBR,Both,15 - 24,1128,1381,1146,1721
2009,GBR,Females,45 - 54,1363,1451,1213,1634
2009,GBR,Both,25 - 34,2236,2767,2175,2947
2009,GBR,Both,45 - 54,2872,3130,2683,3397
2009,GBR,Both,55 - 64,4525,4640,3797,4942
2009,GBR,Both,65+,2563,2527,2354,3251
2009,GBR,Both,All,17938,19149,16296,20703
2009,GBR,Females,0 - 14,1004,874,744,1051
2009,GBR,Females,15 - 24,666,745,606,887
2009,GBR,Females,25 - 34,1124,1234,1060,1449
2009,GBR,Both,35 - 44,2626,2490,2215,2824
2009,USA,Females,0 - 14,315,304,252,356
2009,USA,Females,15 - 24,492,492,441,633
2009,USA,Females,25 - 34,454,516,403,544
2009,VEN,Females,0 - 14,379,427,332,484
2009,VEN,Females,15 - 24,591,656,522,823
2009,VEN,Females,25 - 34,1131,1116,985,1387
2009,VEN,Females,35 - 44,491,575,425,601
2009,VEN,Females,45 - 54,335,357,263,379
2009,VEN,Females,55 - 64,284,281,198,306
2009,VEN,Females,65+,152,176,124,182
2009,VEN,Both,All,5736,6448,5186,7114
2009,VEN,Females,All,3364,3282,2972,4118
2009,VEN,Males,15 - 24,497,498,405,595
2009,VEN,Males,25 - 34,856,875,748,1057
2009,VEN,Males,35 - 44,333,378,301,449
2009,VEN,Males,45 - 54,155,215,142,228
2009,VEN,Males,55 - 64,107,110,80,135
2009,VEN,Males,65+,60,63,51,80
2009,VEN,Males,All,2372,2686,2099,3211
2009,VEN,Males,0 - 14,362,387,315,470
2009,VEN,Both,65+,212,221,177,255
2009,VEN,Both,55 - 64,392,399,279,454
2009,VEN,Both,45 - 54,491,582,411,629
2009,USA,Females,35 - 44,219,216,168,251
2009,USA,Females,45 - 54,114,139,110,154
2009,USA,Females,55 - 64,97,94,83,122
2009,USA,Females,65+,79,81,69,97
2009,USA,Females,All,1773,2003,1699,2242
2009,USA,Males,0 - 14,320,328,269,409
2009,USA,Males,15 - 24,359,423,359,527
2009,USA,Males,25 - 34,342,468,341,467
2009,USA,Males,35 - 44,268,227,180,259
2009,USA,Males,45 - 54,187,147,114,169
2009,USA,Males,55 - 64,123,101,83,129
2009,USA,Males,65+,117,76,70,106
2009,USA,Males,All,1719,1871,1539,2003
2009,VEN,Both,0 - 14,744,765,654,946
2009,VEN,Both,15 - 24,1087,1172,974,1349
2009,VEN,Both,25 - 34,1987,2034,1802,2391
2009,VEN,Both,35 - 44,823,1018,743,1069
2009,UKR,Males,25 - 34,441,459,382,562
2009,RUS,Both,All,5288,5794,4558,6208
2009,UKR,Males,15 - 24,413,436,355,507
2009,UKR,Females,All,2913,2810,2561,3507
2009,RUS,Females,15 - 24,621,521,427,633
2009,RUS,Females,25 - 34,929,841,651,939
2009,RUS,Females,35 - 44,563,662,510,718
2009,RUS,Females,45 - 54,450,448,355,497
2009,RUS,Females,55 - 64,233,246,208,299
2009,RUS,Females,65+,105,118,86,133
2009,RUS,Females,All,3434,4086,2951,4073
2009,RUS,Males,0 - 14,620,460,375,616
2009,RUS,Males,25 - 34,240,327,254,419
2009,RUS,Males,35 - 44,326,386,273,408
2009,RUS,Males,45 - 54,278,266,172,279
2009,RUS,Males,55 - 64,119,93,75,123
2009,RUS,Males,65+,44,37,30,50
2009,RUS,Males,All,1854,2013,1475,2254
2009,RUS,Males,15 - 24,225,265,192,328
2009,UKR,Both,0 - 14,876,676,666,941
2009,UKR,Both,15 - 24,1120,1055,944,1288
2009,UKR,Both,25 - 34,1113,1169,1044,1494
2009,UKR,Both,35 - 44,732,851,693,968
2009,UKR,Both,45 - 54,557,519,456,631
2009,UKR,Both,55 - 64,252,246,199,298
2009,UKR,Both,All,4751,4749,4252,6143
2009,UKR,Females,0 - 14,413,365,338,495
2009,UKR,Females,15 - 24,708,684,554,767
2009,UKR,Females,25 - 34,672,745,620,873
2009,UKR,Females,35 - 44,473,447,407,568
2009,UKR,Females,45 - 54,380,334,285,408
2009,UKR,Females,55 - 64,195,205,136,220
2009,UKR,Both,65+,100,81,78,120
2009,UKR,Males,0 - 14,462,346,293,452
2009,MAR,Females,45 - 54,963,960,784,1044
2009,RUS,Both,55 - 64,353,346,304,429
2009,MAR,Females,25 - 34,6297,5344,4544,5987
2009,CHN,Both,All,11881,10964,9789,13304
2009,CHN,Females,0 - 14,1142,1026,865,1327
2009,CHN,Females,15 - 24,1733,1771,1637,2458
2009,CHN,Females,25 - 34,1642,1441,1336,1855
2009,CHN,Females,35 - 44,1013,882,788,1180
2009,CHN,Females,45 - 54,328,403,317,527
2009,CHN,Females,55 - 64,162,200,125,244
2009,CHN,Both,65+,191,169,123,225
2009,CHN,Females,65+,87,93,67,135
2009,CHN,Males,0 - 14,1247,1489,995,1467
2009,CHN,Males,15 - 24,1529,1747,1363,2011
2009,CHN,Males,25 - 34,1439,1397,1111,1604
2009,CHN,Males,35 - 44,1021,894,690,1125
2009,CHN,Males,45 - 54,329,371,281,434
2009,CHN,Males,55 - 64,103,166,96,170
2009,CHN,Males,65+,104,73,47,98
2009,CHN,Females,All,6109,6273,5407,7311
2009,CHN,Males,All,5772,5956,4697,6517
2009,CHN,Both,55 - 64,265,322,226,413
2009,CHN,Both,35 - 44,2034,1763,1499,2305
2009,BGR,Females,35 - 44,646,688,590,837
2009,BGR,Females,45 - 54,454,507,402,589
2009,BGR,Females,55 - 64,263,254,221,327
2009,BGR,Females,65+,125,106,90,140
2009,BGR,Females,All,3820,4076,3509,4850
2009,BGR,Males,0 - 14,521,625,502,761
2009,BGR,Males,15 - 24,999,892,740,1056
2009,CHN,Both,45 - 54,658,700,621,944
2009,BGR,Males,25 - 34,977,999,874,1209
2009,BGR,Males,45 - 54,438,444,369,567
2009,BGR,Males,55 - 64,187,188,148,225
2009,BGR,Males,65+,55,55,47,82
2009,BGR,Males,All,3860,3888,3409,4833
2009,CHN,Both,0 - 14,2388,2316,1881,2652
2009,CHN,Both,15 - 24,3262,3397,3046,4249
2009,CHN,Both,25 - 34,3080,2788,2485,3332
2009,BGR,Males,35 - 44,682,718,632,916
2009,COL,Both,0 - 14,4795,3886,3446,4904
2009,COL,Both,15 - 24,4776,5199,4476,6023
2009,COL,Both,25 - 34,5583,6551,5579,7645
2009,CUB,Both,0 - 14,720,670,601,865
2009,CUB,Both,15 - 24,940,1035,981,1355
2009,CUB,Both,25 - 34,1354,1427,1311,1752
2009,CUB,Both,35 - 44,1197,1265,1098,1451
2009,CUB,Both,45 - 54,656,799,717,990
2009,CUB,Both,55 - 64,472,475,422,575
2009,CUB,Both,65+,295,319,297,407
2009,COL,Males,All,9048,8712,7725,10864
2009,CUB,Both,All,5634,5607,5454,7251
2009,CUB,Females,15 - 24,588,605,531,792
2009,CUB,Females,25 - 34,785,734,704,963
2009,CUB,Females,35 - 44,604,622,566,763
2009,CUB,Females,45 - 54,373,418,399,559
2009,CUB,Females,55 - 64,308,270,261,366
2009,CUB,Females,65+,192,193,190,275
2009,CUB,Females,All,3198,3227,3032,4191
2009,CUB,Females,0 - 14,346,336,309,449
2009,COL,Males,65+,92,99,72,120
2009,COL,Males,55 - 64,163,159,143,207
2009,COL,Males,45 - 54,553,592,461,715
2009,COL,Both,35 - 44,2981,3654,2926,4123
2009,COL,Both,45 - 54,1387,1728,1317,1852
2009,COL,Both,55 - 64,533,501,491,719
2009,COL,Both,65+,352,341,272,411
2009,COL,Both,All,20409,20819,18182,24755
2009,COL,Females,0 - 14,2336,1892,1804,2567
2009,COL,Females,15 - 24,2580,2536,2505,3443
2009,COL,Females,25 - 34,3334,3388,3157,4318
2009,COL,Females,35 - 44,1647,1969,1636,2316
2009,COL,Females,45 - 54,834,944,795,1137
2009,COL,Females,55 - 64,369,339,345,518
2009,COL,Females,65+,260,251,194,318
2009,COL,Females,All,11361,12678,10354,14668
2009,COL,Males,0 - 14,2458,1884,1606,2523
2009,COL,Males,15 - 24,2197,2144,1888,2876
2009,COL,Males,25 - 34,2249,2715,2349,3375
2009,COL,Males,35 - 44,1335,1298,1215,1827
2009,BGR,Females,25 - 34,900,1007,825,1168
2009,BGR,Females,15 - 24,942,934,787,1184
2009,BGR,Females,0 - 14,489,593,469,684
2009,BGR,Both,All,7680,7556,6945,9361
2009,DZA,Males,65+,35,32,26,47
2009,DZA,Males,All,2576,2427,1671,3584
2009,ARG,Both,0 - 14,955,1006,829,1167
2009,ARG,Both,15 - 24,1090,1146,931,1291
2009,ARG,Both,25 - 34,2417,2053,1813,2589
2009,ARG,Both,35 - 44,901,1036,879,1182
2009,ARG,Both,45 - 54,483,475,442,606
2009,DZA,Males,55 - 64,83,85,59,106
2009,ARG,Both,55 - 64,434,373,321,473
2009,ARG,Both,All,6676,6975,5791,8027
2009,ARG,Females,0 - 14,482,543,390,567
2009,ARG,Females,15 - 24,575,600,483,686
2009,ARG,Females,25 - 34,1189,1125,931,1305
2009,ARG,Females,35 - 44,458,520,427,595
2009,ARG,Females,45 - 54,275,240,231,329
2009,ARG,Females,55 - 64,292,207,186,293
2009,ARG,Both,65+,394,356,286,430
2009,DZA,Males,45 - 54,172,169,143,243
2009,DZA,Males,35 - 44,498,472,304,556
2009,DZA,Males,25 - 34,908,932,615,1053
2009,DZA,Both,15 - 24,888,860,736,1145
2009,DZA,Both,25 - 34,1532,1418,1032,1699
2009,DZA,Both,35 - 44,707,658,526,841
2009,DZA,Both,45 - 54,284,252,249,410
2009,DZA,Both,55 - 64,137,126,118,202
2009,DZA,Both,65+,66,60,56,91
2009,DZA,Both,All,4314,3339,2711,5561
2009,DZA,Females,0 - 14,315,313,154,340
2009,DZA,Females,15 - 24,391,417,243,434
2009,DZA,Females,25 - 34,625,608,359,689
2009,DZA,Females,35 - 44,208,246,185,326
2009,DZA,Females,45 - 54,111,105,78,162
2009,DZA,Females,55 - 64,54,54,39,88
2009,DZA,Females,65+,31,27,18,37
2009,DZA,Females,All,1737,1646,1078,1995
2009,DZA,Males,0 - 14,383,409,325,628
2009,DZA,Males,15 - 24,496,537,443,736
2009,ARG,Females,65+,269,236,179,294
2009,CUB,Males,0 - 14,373,370,324,454
2009,ARG,Females,All,3540,3760,3096,4201
2009,ARG,Males,15 - 24,516,559,415,650
2009,BRA,Females,All,6669,5932,5235,7651
2009,BRA,Males,0 - 14,905,814,725,1068
2009,BRA,Males,15 - 24,1030,1476,939,1549
2009,BRA,Males,25 - 34,1207,1358,1143,1673
2009,BRA,Males,35 - 44,459,552,436,726
2009,BRA,Males,45 - 54,150,193,149,254
2009,BRA,Males,55 - 64,40,52,45,89
2009,BRA,Females,65+,63,47,52,110
2009,BRA,Males,65+,12,17,15,37
2009,BGR,Both,0 - 14,1011,1155,961,1416
2009,BGR,Both,15 - 24,1940,1698,1547,2156
2009,BGR,Both,25 - 34,1879,1875,1730,2359
2009,BGR,Both,35 - 44,1328,1418,1257,1784
2009,BGR,Both,45 - 54,890,994,797,1165
2009,BGR,Both,55 - 64,452,470,375,562
2009,BGR,Both,65+,180,170,144,219
2009,BRA,Males,All,3804,4027,3594,5204
2009,BRA,Females,55 - 64,161,159,147,240
2009,BRA,Females,45 - 54,419,445,345,503
2009,BRA,Females,35 - 44,982,954,763,1197
2009,ARG,Males,25 - 34,1228,1008,835,1218
2009,ARG,Males,35 - 44,444,621,419,589
2009,ARG,Males,45 - 54,208,268,195,276
2009,ARG,Males,55 - 64,141,140,112,184
2009,ARG,Males,65+,125,131,96,147
2009,ARG,Males,All,3136,2982,2803,3852
2009,BRA,Both,0 - 14,1910,1813,1491,2109
2009,BRA,Both,15 - 24,2608,3240,2314,3492
2009,BRA,Both,25 - 34,3668,3673,3004,4116
2009,BRA,Both,35 - 44,1441,1518,1255,1958
2009,BRA,Both,45 - 54,569,578,507,736
2009,BRA,Both,55 - 64,201,189,186,317
2009,BRA,Both,65+,75,64,66,138
2009,BRA,Both,All,10473,10043,8928,12377
2009,BRA,Females,0 - 14,1006,967,767,1126
2009,BRA,Females,15 - 24,1578,1633,1377,2008
2009,BRA,Females,25 - 34,2459,2320,1780,2548
2009,ARG,Males,0 - 14,474,504,412,609
2009,CUB,Males,15 - 24,352,472,417,635
2009,DZA,Both,0 - 14,700,671,479,959
2009,CUB,Males,25 - 34,569,691,590,837
2009,HND,Both,15 - 24,1032,1172,1004,1433
2009,HND,Both,25 - 34,1274,1142,1104,1548
2009,HND,Both,35 - 44,567,522,471,715
2009,HND,Both,45 - 54,230,212,184,261
2009,HND,Both,55 - 64,64,77,57,85
2009,HND,Both,65+,26,30,22,34
2009,HND,Both,All,3695,4169,3462,4980
2009,HND,Both,0 - 14,502,622,479,797
2009,HND,Females,0 - 14,266,329,273,492
2009,HND,Females,25 - 34,998,842,855,1211
2009,HND,Females,35 - 44,473,441,367,544
2009,HND,Females,45 - 54,192,193,145,213
2009,HND,Females,55 - 64,51,67,47,72
2009,HND,Females,65+,22,26,17,28
2009,HND,Females,All,2772,3367,2535,3791
2009,HND,Males,0 - 14,234,213,161,305
2009,HND,Females,15 - 24,770,844,726,1077
2009,HND,Males,15 - 24,262,297,246,376
2009,DEU,Males,All,4564,4241,3787,5091
2009,DEU,Males,55 - 64,664,542,492,724
2009,DEU,Both,55 - 64,1310,1105,1023,1414
2009,DEU,Both,65+,1500,1228,1106,1518
2009,DEU,Both,All,9268,8417,7901,9924
2009,DEU,Females,0 - 14,404,420,332,467
2009,DEU,Females,15 - 24,725,689,567,866
2009,DEU,Females,25 - 34,1099,883,819,1137
2009,DEU,Females,35 - 44,590,562,504,701
2009,DEU,Males,65+,824,605,525,789
2009,DEU,Females,45 - 54,565,514,476,645
2009,DEU,Females,65+,676,623,540,757
2009,DEU,Females,All,4703,4146,4016,5165
2009,DEU,Males,0 - 14,395,398,349,495
2009,DEU,Males,15 - 24,355,512,406,660
2009,DEU,Males,25 - 34,833,757,729,1021
2009,DEU,Males,35 - 44,820,676,558,804
2009,DEU,Males,45 - 54,672,629,504,741
2009,DEU,Females,55 - 64,646,522,490,696
2009,HND,Males,25 - 34,275,259,249,370
2009,HND,Males,35 - 44,94,108,94,158
2009,HND,Males,45 - 54,38,42,33,50
2009,ITA,Males,25 - 34,2740,2197,2010,2794
2009,ITA,Males,35 - 44,1136,1027,877,1239
2009,ITA,Males,45 - 54,510,486,439,595
2009,ITA,Males,55 - 64,300,284,258,354
2009,ITA,Males,65+,251,255,189,265
2009,ITA,Males,All,6550,5680,5523,7416
2009,MAR,Both,0 - 14,8699,6363,5671,7581
2009,ITA,Males,15 - 24,1154,976,954,1269
2009,MAR,Both,15 - 24,12395,10305,8900,11948
2009,MAR,Both,35 - 44,5608,4999,4587,5949
2009,MAR,Both,45 - 54,1834,1892,1680,2198
2009,MAR,Both,55 - 64,836,914,796,1089
2009,MAR,Both,65+,703,671,549,771
2009,MAR,Both,All,43178,32741,30947,40649
2009,MAR,Females,0 - 14,3949,3138,2414,3503
2009,MAR,Females,15 - 24,6984,4467,4058,5956
2009,MAR,Both,25 - 34,13103,12550,10453,13164
2009,ITA,Males,0 - 14,458,573,441,634
2009,ITA,Females,All,5213,5039,4515,5772
2009,ITA,Females,65+,314,309,201,310
2009,HND,Males,55 - 64,13,14,9,16
2009,HND,Males,65+,4,6,4,7
2009,HND,Males,All,923,1108,866,1307
2009,ITA,Both,0 - 14,924,1083,845,1129
2009,ITA,Both,15 - 24,2108,2048,1865,2400
2009,ITA,Both,25 - 34,4869,4442,3706,4924
2009,ITA,Both,35 - 44,1785,1614,1517,1959
2009,ITA,Both,45 - 54,859,901,774,1003
2009,ITA,Both,55 - 64,651,594,528,721
2009,ITA,Both,65+,566,520,419,574
2009,ITA,Both,All,11763,10993,10098,13131
2009,ITA,Females,0 - 14,465,476,383,533
2009,ITA,Females,15 - 24,954,1001,870,1147
2009,ITA,Females,25 - 34,2129,2026,1628,2175
2009,ITA,Females,35 - 44,649,599,590,775
