Year,Nationality code,Sex,Age group,Immigrant count,Prediction_rn_noagg,Lower limit_noagg,Upper limit_noagg
2019,DZA,Males,55 - 64,197,229,153,315
2019,DZA,Males,65+,130,118,99,196
2019,DZA,Males,45 - 54,398,403,312,555
2019,ARG,Females,0 - 14,1335,1171,827,1288
2019,ARG,Females,15 - 24,1488,1518,1033,1545
2019,ARG,Females,25 - 34,3077,3113,2175,3087
2019,ARG,Females,35 - 44,1653,1778,1113,1649
2019,ARG,Females,45 - 54,789,811,611,895
2019,DZA,Males,35 - 44,887,902,579,1053
2019,DZA,Males,25 - 34,1562,1450,977,1685
2019,DZA,Males,15 - 24,979,665,534,1028
2019,MAR,Females,35 - 44,5079,4044,2909,4509
2019,DZA,Females,0 - 14,595,581,312,663
2019,DZA,Females,15 - 24,333,303,328,609
2019,DZA,Females,25 - 34,660,749,559,927
2019,DZA,Females,35 - 44,444,375,292,523
2019,DZA,Females,45 - 54,246,247,182,315
2019,DZA,Females,55 - 64,147,222,119,250
2019,DZA,Females,65+,116,110,90,184
2019,DZA,Males,0 - 14,708,707,499,1008
2019,ARG,Females,55 - 64,416,424,417,661
2019,CUB,Males,0 - 14,793,637,492,767
2019,ARG,Females,65+,501,499,436,678
2019,ARG,Males,0 - 14,1288,1203,899,1335
2019,BRA,Females,65+,286,325,215,392
2019,BRA,Males,0 - 14,1216,1375,920,1503
2019,BRA,Males,15 - 24,1454,1445,1281,1794
2019,BRA,Males,25 - 34,2247,2050,1862,2629
2019,BRA,Males,35 - 44,1442,1175,958,1512
2019,BRA,Males,45 - 54,497,492,391,586
2019,BRA,Females,55 - 64,469,573,389,566
2019,BRA,Males,55 - 64,174,200,149,229
2019,BRA,Males,65+,104,135,89,143
2019,BRA,Females,45 - 54,899,969,698,1039
2019,BRA,Females,35 - 44,1948,1801,1418,2135
2019,BRA,Females,25 - 34,2743,3194,2417,3299
2019,ARG,Males,15 - 24,1449,1410,1031,1468
2019,ARG,Males,25 - 34,2884,2652,2107,2944
2019,ARG,Males,35 - 44,1738,1645,1045,1606
2019,ARG,Males,45 - 54,718,777,542,794
2019,ARG,Males,55 - 64,322,296,263,404
2019,ARG,Males,65+,289,322,276,417
2019,BRA,Females,0 - 14,1311,1365,1021,1471
2019,BRA,Females,15 - 24,1755,1751,1491,2161
2019,CUB,Males,15 - 24,883,955,659,984
2019,BGR,Females,15 - 24,479,498,409,595
2019,CUB,Males,35 - 44,1127,905,668,1086
2019,HND,Females,0 - 14,2086,2099,1879,3015
2019,HND,Females,15 - 24,5471,5385,4138,6172
2019,HND,Females,35 - 44,3329,3666,2819,4155
2019,HND,Females,45 - 54,1386,1365,1109,1799
2019,HND,Females,55 - 64,444,489,400,690
2019,HND,Females,65+,184,231,193,396
2019,HND,Males,0 - 14,2016,1963,1485,2273
2019,HND,Males,15 - 24,2716,2924,1945,3174
2019,HND,Females,25 - 34,6408,6839,5485,7673
2019,DEU,Males,65+,704,745,674,944
2019,DEU,Females,0 - 14,500,580,413,616
2019,DEU,Females,15 - 24,844,881,688,1002
2019,DEU,Females,25 - 34,1033,1059,930,1250
2019,DEU,Females,35 - 44,588,584,530,720
2019,DEU,Females,45 - 54,571,582,515,692
2019,DEU,Females,55 - 64,589,624,511,715
2019,DEU,Females,65+,525,751,566,843
2019,DEU,Males,0 - 14,504,459,429,596
2019,DEU,Males,15 - 24,535,486,456,690
2019,DEU,Males,25 - 34,963,873,826,1114
2019,DEU,Males,35 - 44,669,674,609,871
2019,DEU,Males,45 - 54,681,686,627,861
2019,DEU,Males,55 - 64,722,614,574,810
2019,HND,Males,25 - 34,3209,2636,2215,3338
2019,HND,Males,35 - 44,1231,1170,1018,1522
2019,HND,Males,55 - 64,139,107,108,189
2019,ITA,Males,35 - 44,2984,3293,2905,3881
2019,ITA,Males,45 - 54,1770,1995,1626,2201
2019,ITA,Males,55 - 64,1092,1157,958,1281
2019,ITA,Males,65+,838,852,766,1125
2019,ITA,Males,25 - 34,6444,5599,5252,6823
2019,MAR,Females,0 - 14,5482,5054,3073,5310
2019,MAR,Females,15 - 24,5431,6852,4468,7556
2019,CUB,Males,25 - 34,2468,1779,1105,2004
2019,ITA,Males,15 - 24,2882,2936,2486,3472
2019,ITA,Males,0 - 14,1731,2077,1512,2277
2019,HND,Males,65+,83,84,64,127
2019,ITA,Females,0 - 14,1705,1775,1323,1998
2019,ITA,Females,15 - 24,2882,2953,2472,3269
2019,ITA,Females,25 - 34,5449,5026,4308,5605
2019,ITA,Females,35 - 44,2269,2433,2013,2674
2019,ITA,Females,45 - 54,1360,1509,1191,1599
2019,ITA,Females,55 - 64,1048,1050,870,1167
2019,ITA,Females,65+,908,936,788,1137
2019,HND,Males,45 - 54,378,370,342,551
2019,MAR,Females,25 - 34,8047,7724,5540,8334
2019,DOM,Males,0 - 14,656,843,720,1070
2019,DOM,Males,15 - 24,1098,1158,995,1370
2019,DOM,Males,25 - 34,1136,1095,936,1369
2019,DOM,Males,35 - 44,701,585,531,785
2019,DOM,Males,45 - 54,332,268,247,363
2019,DOM,Males,55 - 64,94,95,80,128
2019,DOM,Males,65+,47,52,45,75
2019,ECU,Females,0 - 14,537,697,548,999
2019,ECU,Females,15 - 24,1314,1285,1046,1554
2019,DOM,Females,65+,94,100,82,137
2019,DOM,Females,45 - 54,365,392,270,420
2019,CUB,Males,45 - 54,953,813,539,851
2019,CUB,Males,55 - 64,427,379,273,436
2019,CUB,Males,65+,249,295,237,393
2019,DOM,Females,55 - 64,159,175,122,196
2019,DOM,Females,0 - 14,721,717,616,870
2019,DOM,Females,15 - 24,1206,1331,1065,1472
2019,DOM,Females,25 - 34,1257,1184,1106,1499
2019,DOM,Females,35 - 44,791,666,571,815
2019,ECU,Females,25 - 34,1687,1492,1331,1937
2019,ECU,Females,45 - 54,501,642,364,591
2019,FRA,Females,15 - 24,1450,1156,1001,1538
2019,FRA,Females,25 - 34,1446,1542,1220,1757
2019,FRA,Females,35 - 44,697,616,608,879
2019,FRA,Females,45 - 54,488,497,430,619
2019,FRA,Females,55 - 64,523,588,437,642
2019,FRA,Females,65+,568,699,490,720
2019,ECU,Females,35 - 44,852,809,635,953
2019,FRA,Males,0 - 14,813,721,687,980
2019,FRA,Males,15 - 24,937,928,820,1246
2019,FRA,Males,25 - 34,1568,1664,1302,1833
2019,FRA,Males,35 - 44,904,911,810,1155
2019,FRA,Males,45 - 54,679,643,594,840
2019,FRA,Males,55 - 64,606,641,519,756
2019,FRA,Males,65+,649,680,493,760
2019,FRA,Females,0 - 14,797,688,630,919
2019,ECU,Females,65+,274,227,170,293
2019,ECU,Males,0 - 14,531,817,635,1215
2019,ECU,Males,15 - 24,1303,1496,1177,1740
2019,ECU,Males,25 - 34,1659,1720,1437,2044
2019,ECU,Males,35 - 44,894,819,668,994
2019,ECU,Males,45 - 54,483,494,347,528
2019,ECU,Females,55 - 64,269,347,204,324
2019,ECU,Males,65+,151,141,93,171
2019,ECU,Males,55 - 64,199,198,127,211
2020,PER,Males,45 - 54,879,928,608,1015
2020,PER,Males,55 - 64,307,292,256,467
2020,PER,Males,65+,242,250,205,475
2020,PRT,Females,0 - 14,259,309,205,342
2020,PRT,Females,15 - 24,408,481,346,500
2020,PRT,Females,25 - 34,612,622,534,767
2020,PRT,Females,35 - 44,405,371,312,498
2020,PRT,Females,45 - 54,261,238,210,339
2020,PER,Males,35 - 44,1576,1638,1149,2057
2020,PER,Males,15 - 24,1442,1394,945,1984
2020,PER,Females,0 - 14,1408,1182,1127,1839
2020,PER,Females,15 - 24,1610,1497,1211,2281
2020,PER,Females,25 - 34,2515,2931,2462,4000
2020,PER,Females,35 - 44,2089,1942,1648,2584
2020,PER,Females,45 - 54,1512,1168,952,1530
2020,PER,Females,55 - 64,635,420,500,959
2020,PER,Females,65+,423,449,405,889
2020,PER,Males,0 - 14,1440,1194,1022,1875
2020,PER,Males,25 - 34,2039,2570,1801,3340
2020,PRT,Females,55 - 64,180,178,149,251
2020,ROU,Females,55 - 64,586,625,503,790
2020,ROU,Females,65+,436,434,303,488
2020,ROU,Males,0 - 14,1197,1060,942,1455
2020,ROU,Males,15 - 24,1776,1356,1363,2166
2020,ROU,Males,25 - 34,2171,1619,1662,2494
2020,ROU,Males,35 - 44,1552,1597,1250,2107
2020,ROU,Females,45 - 54,901,864,783,1164
2020,ROU,Males,45 - 54,1070,823,765,1173
2020,ROU,Males,65+,192,214,153,268
2020,ROU,Males,55 - 64,407,441,352,574
2020,ROU,Females,35 - 44,1197,1156,1068,1801
2020,ROU,Females,25 - 34,1585,1486,1521,2473
2020,ROU,Females,15 - 24,1561,1498,1507,2450
2020,PRT,Males,0 - 14,300,242,257,415
2020,PRT,Males,15 - 24,489,337,355,527
2020,PRT,Males,25 - 34,897,746,684,1027
2020,PRT,Males,35 - 44,747,599,539,888
2020,PRT,Males,45 - 54,501,423,354,593
2020,PRT,Males,55 - 64,265,242,197,316
2020,PRT,Males,65+,148,163,120,191
2020,ROU,Females,0 - 14,1106,1063,907,1444
2020,PRT,Females,65+,141,176,135,221
2020,PRY,Males,65+,31,28,16,33
2020,PRY,Males,45 - 54,130,92,76,150
2020,NIC,Females,25 - 34,2237,1627,1007,1956
2020,NIC,Females,35 - 44,1311,1142,610,1230
2020,NIC,Females,45 - 54,526,334,212,454
2020,NIC,Females,55 - 64,122,92,61,128
2020,NIC,Females,65+,23,30,15,40
2020,NIC,Males,0 - 14,425,441,225,455
2020,NIC,Females,15 - 24,1423,1122,677,1376
2020,NIC,Males,15 - 24,685,711,327,697
2020,NIC,Males,35 - 44,558,407,235,498
2020,NIC,Males,45 - 54,143,107,63,136
2020,NIC,Males,55 - 64,32,23,16,34
2020,NIC,Males,65+,6,8,4,13
2020,NIC,Males,25 - 34,1346,806,445,897
2020,NIC,Females,0 - 14,401,381,282,534
2020,MAR,Females,65+,602,615,409,771
2020,MAR,Males,0 - 14,5172,4422,3378,5534
2020,MAR,Males,15 - 24,7334,6890,4901,8095
2020,MAR,Males,25 - 34,7544,8330,6823,10123
2020,MAR,Males,35 - 44,3820,4209,3436,5099
2020,MAR,Males,45 - 54,1312,1501,1142,1770
2020,MAR,Males,55 - 64,470,655,432,903
2020,MAR,Males,65+,365,446,323,601
2020,PRY,Females,0 - 14,350,301,236,414
2020,PRY,Females,15 - 24,1104,773,583,1071
2020,PRY,Females,25 - 34,1264,839,702,1216
2020,PRY,Females,35 - 44,642,371,335,619
2020,PRY,Females,55 - 64,196,150,115,213
2020,PRY,Females,65+,67,66,46,103
2020,PRY,Males,0 - 14,302,276,226,387
2020,PRY,Males,15 - 24,735,485,365,692
2020,PRY,Males,25 - 34,879,557,434,790
2020,PRY,Males,35 - 44,365,199,171,345
2020,PRY,Females,45 - 54,356,217,204,349
2020,PAK,Females,0 - 14,532,549,323,602
2020,PAK,Females,15 - 24,413,364,343,613
2020,PAK,Females,25 - 34,559,557,491,885
2020,PAK,Females,35 - 44,396,377,262,507
2020,PAK,Females,45 - 54,151,110,79,174
2020,PAK,Females,55 - 64,36,24,20,57
2020,PAK,Females,65+,23,12,10,32
2020,PAK,Males,0 - 14,708,602,568,1005
2020,PAK,Males,15 - 24,1738,1143,781,1446
2020,PAK,Males,25 - 34,1879,1551,1044,1874
2020,PAK,Males,35 - 44,692,748,615,1037
2020,PAK,Males,45 - 54,205,245,171,298
2020,PAK,Males,55 - 64,39,42,35,78
2020,PAK,Males,65+,15,11,11,29
2020,PRY,Males,55 - 64,54,47,33,59
2020,MAR,Females,55 - 64,738,755,606,1039
2020,GBR,Females,65+,2638,2284,1774,2764
2020,GBR,Males,0 - 14,1089,1366,995,1508
2020,GBR,Males,15 - 24,794,875,689,1039
2020,GBR,Males,25 - 34,1894,1451,1405,2007
2020,GBR,Males,35 - 44,1740,1755,1395,2004
2020,GBR,Males,45 - 54,2550,2667,1833,2800
2020,GBR,Females,55 - 64,3723,3291,2232,3617
2020,GBR,Males,55 - 64,4183,3554,2721,4222
2020,GBR,Males,65+,3688,3039,2295,3622
2020,GBR,Females,45 - 54,2276,2223,1441,2226
2020,GBR,Females,25 - 34,1513,1554,1254,1821
2020,UKR,Males,25 - 34,391,358,305,512
2020,UKR,Males,35 - 44,415,341,286,434
2020,UKR,Males,45 - 54,202,240,176,277
2020,UKR,Males,55 - 64,112,110,79,139
2020,UKR,Males,65+,49,65,42,78
2020,GBR,Females,35 - 44,1349,1449,1096,1591
2020,GBR,Females,0 - 14,1071,1101,816,1251
2020,GBR,Females,15 - 24,1010,1181,740,1204
2020,USA,Females,0 - 14,396,363,341,611
2020,USA,Females,15 - 24,934,837,710,1138
2020,VEN,Females,0 - 14,2037,1786,1514,2340
2020,VEN,Females,15 - 24,2700,2612,2087,3138
2020,VEN,Females,25 - 34,4441,4226,3622,5170
2020,VEN,Females,35 - 44,2498,2715,2097,3092
2020,VEN,Females,45 - 54,1683,1658,1323,1970
2020,VEN,Females,55 - 64,1545,1529,1108,1892
2020,VEN,Females,65+,1146,1149,759,1320
2020,VEN,Males,0 - 14,1932,2275,1597,2495
2020,VEN,Males,15 - 24,2485,2414,1855,2768
2020,VEN,Males,25 - 34,4531,3535,3064,4750
2020,VEN,Males,35 - 44,2394,2089,1616,2609
2020,VEN,Males,45 - 54,1075,965,853,1303
2020,VEN,Males,55 - 64,661,604,535,883
2020,VEN,Males,65+,539,525,395,681
2020,USA,Females,25 - 34,818,715,612,927
2020,USA,Females,35 - 44,336,345,293,444
2020,USA,Females,45 - 54,270,260,205,327
2020,USA,Females,55 - 64,198,265,163,308
2020,USA,Females,65+,147,162,141,274
2020,USA,Males,0 - 14,415,409,384,616
2020,USA,Males,15 - 24,436,525,464,786
2020,USA,Males,25 - 34,536,580,488,762
2020,USA,Males,35 - 44,349,396,285,438
2020,USA,Males,45 - 54,267,271,213,364
2020,USA,Males,55 - 64,276,229,168,303
2020,USA,Males,65+,164,194,159,283
2020,UKR,Males,15 - 24,277,330,226,355
2020,UKR,Males,0 - 14,347,436,316,486
2020,UKR,Females,65+,142,176,106,191
2020,RUS,Females,0 - 14,403,434,370,649
2020,RUS,Females,15 - 24,371,360,307,507
2020,RUS,Females,25 - 34,745,675,495,814
2020,RUS,Females,35 - 44,602,514,467,722
2020,RUS,Females,45 - 54,330,337,317,552
2020,RUS,Females,55 - 64,207,216,208,377
2020,RUS,Females,65+,147,221,125,233
2020,RUS,Males,0 - 14,453,500,392,667
2020,RUS,Males,15 - 24,231,180,165,318
2020,RUS,Males,25 - 34,332,337,277,466
2020,RUS,Males,35 - 44,380,479,324,561
2020,RUS,Males,45 - 54,283,320,243,421
2020,RUS,Males,55 - 64,133,147,120,223
2020,RUS,Males,65+,73,89,63,122
2020,UKR,Females,0 - 14,383,430,325,494
2020,UKR,Females,15 - 24,410,438,334,510
2020,UKR,Females,25 - 34,542,596,483,779
2020,UKR,Females,35 - 44,470,465,393,568
2020,UKR,Females,45 - 54,287,339,258,412
2020,UKR,Females,55 - 64,204,241,184,285
2020,MAR,Females,45 - 54,1239,1335,990,1570
2020,CUB,Males,25 - 34,1171,1011,749,1184
2020,MAR,Females,25 - 34,5212,5981,4668,6872
2020,CHN,Females,0 - 14,254,246,239,478
2020,CHN,Females,15 - 24,935,1002,731,1167
2020,CHN,Females,25 - 34,720,706,535,827
2020,CHN,Females,35 - 44,407,447,343,535
2020,CHN,Females,45 - 54,248,253,197,340
2020,CHN,Females,65+,97,58,56,129
2020,CHN,Males,0 - 14,387,348,287,526
2020,CHN,Males,15 - 24,679,655,546,889
2020,CHN,Males,25 - 34,463,483,408,686
2020,CHN,Males,35 - 44,324,336,287,482
2020,CHN,Males,45 - 54,210,262,158,315
2020,CHN,Females,55 - 64,157,134,104,191
2020,CHN,Males,55 - 64,106,110,72,156
2020,BGR,Females,15 - 24,306,283,220,362
2020,BGR,Females,25 - 34,267,262,246,413
2020,BGR,Females,35 - 44,271,258,203,336
2020,BGR,Females,45 - 54,201,205,165,269
2020,BGR,Females,55 - 64,139,125,121,218
2020,BGR,Females,65+,153,149,92,168
2020,BGR,Males,0 - 14,249,188,155,269
2020,BGR,Males,25 - 34,345,269,245,450
2020,BGR,Males,35 - 44,393,321,242,433
2020,BGR,Males,45 - 54,314,246,184,305
2020,BGR,Males,55 - 64,148,108,94,167
2020,BGR,Males,65+,63,67,50,91
2020,BGR,Males,15 - 24,290,193,176,309
2020,CHN,Males,65+,77,64,42,106
2020,COL,Males,65+,296,374,280,553
2020,COL,Males,55 - 64,746,868,444,904
2020,CUB,Females,0 - 14,329,307,265,410
2020,CUB,Females,15 - 24,491,569,449,704
2020,CUB,Females,25 - 34,1061,1011,864,1275
2020,CUB,Females,35 - 44,479,593,517,862
2020,CUB,Females,45 - 54,476,505,441,678
2020,CUB,Females,55 - 64,296,372,282,488
2020,COL,Males,45 - 54,2165,2128,1265,2159
2020,COL,Males,35 - 44,4367,3811,2667,4496
2020,COL,Males,25 - 34,7048,6727,4590,7699
2020,COL,Females,0 - 14,3598,3770,2802,4330
2020,COL,Females,15 - 24,5232,4448,3396,5368
2020,COL,Females,25 - 34,7869,7630,5730,8663
2020,COL,Females,35 - 44,5603,4952,3583,5857
2020,COL,Females,45 - 54,3599,3158,2094,3507
2020,COL,Females,55 - 64,1516,1676,1062,1960
2020,COL,Females,65+,727,781,676,1191
2020,COL,Males,0 - 14,3793,4163,2781,4293
2020,COL,Males,15 - 24,4849,4390,2887,4990
2020,CUB,Females,65+,207,283,205,389
2020,DZA,Males,35 - 44,492,456,379,590
2020,DZA,Males,45 - 54,198,201,159,283
2020,DZA,Males,55 - 64,84,103,73,139
2020,DZA,Males,65+,55,49,37,73
2020,DZA,Males,25 - 34,1207,714,575,1149
2020,ARG,Females,0 - 14,768,656,505,924
2020,ARG,Females,15 - 24,866,881,665,1036
2020,ARG,Females,25 - 34,1974,2351,1518,2284
2020,ARG,Females,35 - 44,1096,1271,771,1341
2020,DZA,Males,15 - 24,745,413,276,636
2020,MAR,Females,35 - 44,3086,3253,2308,3759
2020,DZA,Males,0 - 14,291,313,301,522
2020,DZA,Females,0 - 14,230,278,196,334
2020,DZA,Females,15 - 24,173,196,164,315
2020,DZA,Females,25 - 34,408,386,315,543
2020,DZA,Females,35 - 44,199,211,165,295
2020,DZA,Females,45 - 54,102,106,91,156
2020,DZA,Females,55 - 64,60,79,55,117
2020,DZA,Females,65+,43,52,33,82
2020,ARG,Females,45 - 54,497,578,443,715
2020,ARG,Females,55 - 64,215,376,287,535
2020,ARG,Females,65+,217,367,239,501
2020,BRA,Females,45 - 54,453,443,356,569
2020,BRA,Females,55 - 64,234,245,191,318
2020,BRA,Females,65+,135,128,95,198
2020,BRA,Males,0 - 14,681,648,435,757
2020,BRA,Males,15 - 24,680,632,587,955
2020,BRA,Males,25 - 34,1253,757,883,1483
2020,BRA,Females,35 - 44,1092,964,743,1173
2020,BRA,Males,35 - 44,760,587,508,830
2020,BRA,Males,55 - 64,99,86,70,135
2020,BRA,Males,65+,48,52,38,73
2020,BRA,Males,45 - 54,261,216,194,313
2020,BRA,Females,25 - 34,1515,1414,1233,1866
2020,BRA,Females,15 - 24,837,768,732,1180
2020,BRA,Females,0 - 14,690,632,440,798
2020,ARG,Males,0 - 14,783,830,599,985
2020,ARG,Males,15 - 24,736,843,655,1020
2020,ARG,Males,25 - 34,1809,2070,1477,2224
2020,ARG,Males,35 - 44,1027,1239,740,1339
2020,ARG,Males,45 - 54,442,544,389,630
2020,ARG,Males,55 - 64,193,230,186,336
2020,ARG,Males,65+,115,215,146,318
2020,BGR,Females,0 - 14,218,188,153,250
2020,CUB,Males,15 - 24,392,505,387,607
2020,HND,Females,15 - 24,3364,2936,2239,3769
2020,HND,Females,25 - 34,3988,3227,2839,4433
2020,HND,Females,35 - 44,2077,2094,1642,2529
2020,HND,Females,45 - 54,918,749,625,1095
2020,HND,Females,55 - 64,277,277,251,407
2020,HND,Females,65+,112,116,104,195
2020,HND,Females,0 - 14,1327,1057,1048,1920
2020,HND,Males,15 - 24,1730,1439,1021,1867
2020,DEU,Males,65+,704,821,631,1053
2020,DEU,Males,45 - 54,602,616,517,785
2020,DEU,Females,0 - 14,381,447,311,480
2020,DEU,Females,15 - 24,552,662,473,724
2020,DEU,Females,25 - 34,785,730,648,904
2020,DEU,Males,55 - 64,661,666,572,870
2020,DEU,Females,35 - 44,481,492,408,583
2020,DEU,Females,55 - 64,624,622,502,764
2020,DEU,Females,65+,593,707,557,937
2020,DEU,Males,0 - 14,408,378,308,506
2020,DEU,Males,15 - 24,367,373,328,504
2020,DEU,Males,25 - 34,681,654,595,849
2020,DEU,Males,35 - 44,521,537,485,720
2020,DEU,Females,45 - 54,495,546,429,621
2020,HND,Males,25 - 34,2310,1551,1149,2061
2020,HND,Males,35 - 44,897,823,567,970
2020,HND,Males,45 - 54,261,274,200,341
2020,ITA,Males,25 - 34,4083,3533,3307,4778
2020,ITA,Males,35 - 44,2089,2133,1853,2795
2020,ITA,Males,45 - 54,1143,1282,1055,1560
2020,ITA,Males,55 - 64,758,806,671,1070
2020,ITA,Males,65+,556,694,530,928
2020,ITA,Males,15 - 24,1629,1711,1486,2346
2020,MAR,Females,0 - 14,4303,3862,2342,4452
2020,CUB,Males,0 - 14,303,366,284,490
2020,ITA,Males,0 - 14,1206,1148,978,1466
2020,ITA,Females,65+,593,798,582,980
2020,HND,Males,55 - 64,82,88,70,128
2020,HND,Males,65+,52,47,35,71
2020,ITA,Females,0 - 14,1145,1056,826,1290
2020,ITA,Females,15 - 24,1643,2030,1544,2258
2020,ITA,Females,25 - 34,3427,3578,2740,3928
2020,ITA,Females,35 - 44,1484,1484,1330,1902
2020,ITA,Females,45 - 54,877,903,780,1138
2020,ITA,Females,55 - 64,697,720,626,947
2020,HND,Males,0 - 14,1268,1225,824,1603
2020,MAR,Females,15 - 24,3743,5245,3741,5850
2020,DOM,Males,0 - 14,407,556,382,656
2020,DOM,Males,15 - 24,589,767,523,831
2020,DOM,Males,25 - 34,765,806,563,903
2020,DOM,Males,35 - 44,462,453,338,536
2020,DOM,Males,45 - 54,200,186,144,237
2020,DOM,Males,55 - 64,75,64,44,88
2020,DOM,Males,65+,24,29,21,50
2020,DOM,Females,65+,69,51,39,83
2020,DOM,Females,55 - 64,73,97,70,131
2020,DOM,Females,45 - 54,217,201,158,273
2020,CUB,Males,35 - 44,519,551,475,725
2020,CUB,Males,55 - 64,193,249,176,303
2020,CUB,Males,65+,109,184,120,238
2020,DOM,Females,0 - 14,412,348,293,563
2020,DOM,Females,15 - 24,671,810,556,935
2020,DOM,Females,25 - 34,734,739,602,1032
2020,DOM,Females,35 - 44,446,410,352,567
2020,ECU,Females,0 - 14,342,273,271,565
2020,ECU,Females,15 - 24,638,701,557,907
2020,CUB,Males,45 - 54,403,466,352,517
2020,ECU,Females,35 - 44,516,408,351,561
2020,FRA,Females,0 - 14,663,630,486,728
2020,FRA,Females,15 - 24,1074,1155,793,1181
2020,FRA,Females,25 - 34,1103,1069,955,1349
2020,FRA,Females,35 - 44,599,502,511,724
2020,FRA,Females,45 - 54,458,415,383,563
2020,FRA,Females,55 - 64,480,615,406,714
2020,FRA,Females,65+,550,723,446,787
2020,FRA,Males,0 - 14,650,583,530,791
2020,FRA,Males,15 - 24,729,692,653,946
2020,FRA,Males,25 - 34,1216,1040,1009,1443
2020,FRA,Males,35 - 44,764,716,679,965
2020,FRA,Males,45 - 54,612,596,531,777
2020,FRA,Males,55 - 64,617,684,491,829
2020,FRA,Males,65+,692,670,426,804
2020,ECU,Females,25 - 34,831,789,721,1103
2020,ECU,Females,45 - 54,270,313,205,336
2020,ECU,Females,55 - 64,126,166,105,207
2020,ECU,Females,65+,121,98,74,163
2020,ECU,Males,15 - 24,720,739,603,983
2020,ECU,Males,25 - 34,903,872,790,1216
2020,ECU,Males,35 - 44,530,410,379,608
2020,ECU,Males,0 - 14,357,396,364,723
2020,ECU,Males,55 - 64,102,87,65,135
2020,ECU,Males,65+,84,67,45,92
2020,ECU,Males,45 - 54,273,223,184,306
2021,PER,Males,35 - 44,1374,1398,1028,1585
2021,PER,Males,45 - 54,980,872,565,957
2021,PER,Males,55 - 64,355,409,283,467
2021,PER,Males,65+,444,360,253,480
2021,PRT,Females,25 - 34,819,871,638,910
2021,PRT,Females,0 - 14,342,428,275,438
2021,PRT,Females,15 - 24,539,615,426,636
2021,PER,Males,25 - 34,1852,2124,1617,2531
2021,PER,Females,15 - 24,1171,1220,1102,1807
2021,PER,Males,0 - 14,1094,1061,959,1523
2021,PRT,Females,35 - 44,466,537,402,602
2021,PER,Males,15 - 24,1038,999,883,1634
2021,PER,Females,0 - 14,1104,1221,883,1441
2021,PER,Females,25 - 34,2303,2549,1943,2885
2021,PER,Females,35 - 44,1603,1744,1309,1937
2021,PER,Females,45 - 54,1283,1265,812,1303
2021,PER,Females,55 - 64,698,698,506,844
2021,PER,Females,65+,761,693,434,809
2021,PRT,Females,45 - 54,342,334,271,415
2021,PRT,Females,65+,217,218,169,268
2021,ROU,Females,45 - 54,993,1095,853,1233
2021,ROU,Females,55 - 64,624,762,527,866
2021,ROU,Females,65+,542,468,334,545
2021,ROU,Males,0 - 14,1288,1359,1041,1567
2021,ROU,Males,15 - 24,1933,1567,1473,2268
2021,ROU,Males,25 - 34,1964,2029,1765,2648
2021,ROU,Females,35 - 44,1323,1501,1156,1912
2021,ROU,Males,35 - 44,1676,2021,1348,2273
2021,ROU,Males,55 - 64,415,546,373,633
2021,ROU,Males,65+,256,242,172,319
2021,PRY,Males,65+,35,36,24,47
2021,ROU,Males,45 - 54,1238,1096,857,1298
2021,PRT,Females,55 - 64,251,228,191,301
2021,ROU,Females,25 - 34,1624,1711,1577,2621
2021,ROU,Females,0 - 14,1217,1394,996,1543
2021,PRT,Males,0 - 14,365,339,344,531
2021,PRT,Males,15 - 24,496,444,455,673
2021,PRT,Males,25 - 34,1034,1007,804,1252
2021,PRT,Males,35 - 44,800,855,676,1030
2021,PRT,Males,45 - 54,598,585,467,699
2021,PRT,Males,55 - 64,307,310,243,374
2021,ROU,Females,15 - 24,1609,1550,1587,2561
2021,PRT,Males,65+,183,218,150,234
2021,PRY,Males,55 - 64,57,57,48,83
2021,MAR,Females,55 - 64,529,831,686,1333
2021,PRY,Males,35 - 44,259,278,241,469
2021,NIC,Females,25 - 34,774,973,775,1520
2021,NIC,Females,35 - 44,512,636,490,948
2021,NIC,Females,45 - 54,212,192,176,359
2021,NIC,Females,55 - 64,81,81,49,112
2021,NIC,Females,65+,28,28,14,37
2021,NIC,Males,0 - 14,214,274,205,411
2021,NIC,Females,15 - 24,457,645,522,1231
2021,NIC,Males,15 - 24,320,414,293,609
2021,NIC,Males,35 - 44,238,253,208,408
2021,NIC,Males,45 - 54,73,77,58,113
2021,NIC,Males,55 - 64,20,21,15,31
2021,NIC,Males,65+,10,8,4,12
2021,NIC,Males,25 - 34,513,483,385,716
2021,NIC,Females,0 - 14,225,229,215,483
2021,MAR,Females,65+,444,633,503,1033
2021,MAR,Males,0 - 14,6863,4874,3802,6581
2021,MAR,Males,15 - 24,10894,7643,5400,9797
2021,MAR,Males,25 - 34,11248,9047,7327,11351
2021,MAR,Males,35 - 44,4429,4510,3963,5897
2021,MAR,Males,45 - 54,1349,1570,1344,2276
2021,MAR,Males,55 - 64,447,727,517,1177
2021,MAR,Males,65+,267,544,392,807
2021,PRY,Males,45 - 54,105,132,108,205
2021,PRY,Females,0 - 14,280,358,305,546
2021,PRY,Females,15 - 24,636,948,726,1301
2021,PRY,Females,25 - 34,829,1061,874,1524
2021,PRY,Females,45 - 54,251,321,259,443
2021,PRY,Females,55 - 64,166,178,144,272
2021,PRY,Females,65+,77,86,63,137
2021,PRY,Males,0 - 14,244,352,297,520
2021,PRY,Males,15 - 24,473,614,490,907
